1,1,1,31,6,15,1,2022-04-18 12:24:57.738
2,1,1,2295,10,9,1,2022-04-18 12:24:57.738
3,1,1,2704,4,6,1,2022-04-18 12:24:57.738
4,1,1,513,3,12,1,2022-04-18 12:24:57.738
5,1,1,2724,4,12,1,2022-04-18 12:24:57.738
6,1,1,1512,8,9,1,2022-04-18 12:24:57.738
7,1,1,1440,10,7,1,2022-04-18 12:24:57.738
8,1,1,1866,10,8,1,2022-04-18 12:24:57.738
9,1,1,1855,6,7,1,2022-04-18 12:24:57.738
10,1,1,1322,9,10,1,2022-04-18 12:24:57.738
11,1,1,285,8,6,1,2022-04-18 12:24:57.738
12,1,1,2469,6,10,1,2022-04-18 12:24:57.738
13,1,1,2209,3,14,1,2022-04-18 12:24:57.738
14,1,1,1852,5,8,1,2022-04-18 12:24:57.738
15,1,1,539,3,5,1,2022-04-18 12:24:57.738
16,1,1,766,8,10,1,2022-04-18 12:24:57.738
17,1,1,1586,3,15,1,2022-04-18 12:24:57.738
18,1,1,2248,1,7,1,2022-04-18 12:24:57.738
19,1,1,474,6,14,1,2022-04-18 12:24:57.738
20,1,1,2342,9,14,1,2022-04-18 12:24:57.738
21,1,1,1543,6,11,1,2022-04-18 12:24:57.738
22,1,1,2145,1,9,1,2022-04-18 12:24:57.738
23,1,1,2522,10,6,1,2022-04-18 12:24:57.738
24,1,1,775,10,11,1,2022-04-18 12:24:57.738
25,1,1,2048,2,15,1,2022-04-18 12:24:57.742
26,1,1,195,6,15,1,2022-04-18 12:24:57.742
27,1,1,493,10,7,1,2022-04-18 12:24:57.742
28,1,1,527,2,6,1,2022-04-18 12:24:57.742
29,1,1,1213,10,15,1,2022-04-18 12:24:57.742
30,1,1,2486,7,14,1,2022-04-18 12:24:57.742
31,1,1,2563,6,12,1,2022-04-18 12:24:57.742
32,1,1,601,3,13,1,2022-04-18 12:24:57.742
33,1,1,1053,9,8,1,2022-04-18 12:24:57.742
34,1,1,1723,10,7,1,2022-04-18 12:24:57.742
35,1,1,1496,7,6,1,2022-04-18 12:24:57.742
36,1,1,895,2,14,1,2022-04-18 12:24:57.742
37,1,1,302,4,14,1,2022-04-18 12:24:57.742
38,1,1,1619,3,12,1,2022-04-18 12:24:57.742
39,1,1,2416,1,5,1,2022-04-18 12:24:57.742
40,1,1,1580,2,10,1,2022-04-18 12:24:57.742
41,1,1,1478,1,6,1,2022-04-18 12:24:57.742
42,1,1,2714,9,12,1,2022-04-18 12:24:57.742
43,1,1,2048,10,13,1,2022-04-18 12:24:57.742
44,1,1,648,3,8,1,2022-04-18 12:24:57.742
45,1,1,2476,4,13,1,2022-04-18 12:24:57.742
46,1,1,1776,1,10,1,2022-04-18 12:24:57.742
47,1,1,714,9,11,1,2022-04-18 12:24:57.742
48,1,1,2371,10,14,1,2022-04-18 12:24:57.742
49,1,1,43,8,11,1,2022-04-18 12:24:57.742
50,1,1,2885,5,10,1,2022-04-18 12:24:57.742
51,1,1,1690,7,5,1,2022-04-18 12:24:57.742
52,1,1,2165,7,9,1,2022-04-18 12:24:57.742
53,1,1,225,10,9,1,2022-04-18 12:24:57.742
54,1,1,2,5,5,1,2022-04-18 12:24:57.742
55,1,1,757,7,5,1,2022-04-18 12:24:57.742
56,1,1,2334,2,12,1,2022-04-18 12:24:57.742
57,1,1,288,5,12,1,2022-04-18 12:24:57.742
58,1,1,2394,3,6,1,2022-04-18 12:24:57.742
59,1,1,2346,9,12,1,2022-04-18 12:24:57.742
60,1,1,1427,5,10,1,2022-04-18 12:24:57.742
61,1,1,2416,7,10,1,2022-04-18 12:24:57.742
62,1,1,1894,6,7,1,2022-04-18 12:24:57.746
63,1,1,641,10,9,1,2022-04-18 12:24:57.746
64,1,1,2810,10,13,1,2022-04-18 12:24:57.746
